BASIN,SUB,BLOCK,AMGO,AMRO,BAEA,BCCH,BEKI,BEWR,BGWA,BHGR,BRCR,BTPI,BUSH,CBCH,CEWA,COME,CONI,CORA,COYE,DEJU,DOWO,EVGR,GBHE,GCKI,GRJA,HAFL,HAWO,HEWA,HOWR,HUVI,MALL,MAMU,MGWA,MOQU,NOFL,OCWA,OSFL,PIWO,PUFI,PYOW,RBNU,RBSA,RECR,RSTO,RTHA,RUGR,RUHU,SCOW,SOSP,SSHA,STJA,SWTH,TRSW,VATH,VGSW,WAVI,WCSP,WEFL,WETA,WIFL,WIWA,WIWR,WODU,WREN,WWPE,VAREA,FAREA,SAREA,DAREA,MVWIDTH,MFWIDTH,MSWIDTH,MVCON,MFCON,CVWIDTH,CFWIDTH,CSWIDTH,CVCON,CFCON,B,CCP,CLS,COP,G,HCP,HCS,HLS,HOP,HSH,HSS,HSW,HW,MCP,MCS,MGF,MLS,MOP,MOS,MSH,NPATCH,MPSIZE,MPSHAPE,MPFRAC,CPSIZE,TEDGE,LFRAC,PRICH,SHANNON,SIMPSON,SHEVEN,SIEVEN,AMPSHAPE,CONEDGE
D,CH,9,0,4,0,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,4,8,0,3,0,5,0,5,4,0,8,6,0,0,1,1.771,1.431,0.845,4.619,3.731,3.435,2.779,1.093,1.371,7.876207476,14.37537088,0,9.429541226,15.85254412,0.38,0,0.08,0,0,0.52,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5,0.2,1.369508288,1.450515876,96.69539803,289,1.230448921,4,0.429092696,0.5784,0.712707541,0.7712,1.361005435,171.15
D,CH,10,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,7,0,3,8,0,2,0,7,0,5,4,0,8,2,0,0,0,1.38,1.301,0.82,4.612,3.377,3.27,2.749,1.423,1.511,36.18761425,28.69622782,22.58769757,30.05114754,23.31593021,0.37,0,0.01,0,0,0.28,0,0.1,0,0,0,0,0.06,0,0,0,0,0,0,0.18,7,0.142857143,1.240134855,1.437328091,79.06326581,360,1.27815125,6,0.641922987,0.7386,0.824933439,0.88632,1.354634107,144.2
D,CH,11,0,2,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,11,0,0,0,10,1,7,2,0,7,3,0,0,0,1.38,1.38,0.845,4.602,3.377,3.377,2.793,1.441,1.441,18.76959727,18.76959727,10.20089568,16.64356663,16.64356663,0.19,0,0,0,0.08,0.39,0.09,0,0.16,0,0,0,0.04,0,0,0,0,0,0,0.05,7,0.142857143,1.314450038,1.441550818,85.51413139,400,1.301029996,7,0.726702497,0.7676,0.859903186,0.895533333,1.277751888,101.4
D,CH,12,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,5,0,1,0,7,2,7,0,0,3,3,0,0,0,1.255,1.255,0.839,4.524,3.236,3.236,2.779,1.591,1.591,28.05730399,28.05730399,0,34.35641408,34.35641408,0.06,0,0,0,0.02,0.39,0.22,0,0,0.31,0,0,0,0,0,0,0,0,0,0,5,0.2,1.272165274,1.434460587,79.29375764,264,1.210801963,5,0.569120013,0.6994,0.814226662,0.87425,1.274527135,7.2
D,CH,13,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,3,3,1,0,0,4,3,0,0,0,1.398,1.398,0.778,4.524,3.31,3.288,2.717,1.435,1.453,30.9337505,29.58122229,25.31848418,24.52535524,23.60222737,0.18,0,0,0,0,0.15,0.08,0,0.25,0.34,0,0,0,0,0,0,0,0,0,0,6,0.166666667,1.184528521,1.402712494,67.74068202,292,1.232691426,5,0.655202227,0.7606,0.937382467,0.95075,1.152915232,72.75
D,CH,14,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,11,0,2,0,3,3,3,0,0,7,1,0,0,0,1.204,1.204,0.58,4.517,3.159,3.159,2.479,1.358,1.358,20.49624409,20.49624409,0,22.45156556,22.45156556,0.19,0,0,0.11,0,0,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6,0.166666667,1.260419375,1.451728311,104.7969465,300,1.238560627,4,0.532792619,0.6618,0.884949385,0.8824,1.285088726,82.55
D,CH,15,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,0,2,0,1,4,3,0,0,5,3,0,0,0,1.342,1.23,0.623,4.489,3.324,3.215,2.507,1.223,1.387,22.05475357,31.38253507,13.17615692,12.75653409,60.74458918,0.38,0,0,0.16,0,0,0,0.36,0.05,0,0,0,0,0,0,0,0.05,0,0,0,5,0.2,1.359328974,1.433983843,80.85480814,315,1.249155277,5,0.576857135,0.6954,0.825295981,0.86925,1.427481489,132.35
D,CH,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,1,7,0,0,2,7,0,0,0,1.114,1.079,0.623,4.422,3.124,3.05,2.507,1.436,1.494,41.64475464,24.10530563,13.17615692,25.47812254,29.02680896,0,0,0,0.13,0,0,0,0.73,0,0,0,0,0,0,0,0,0.14,0,0,0,3,0.333333333,1.450070527,1.425709968,103.0679388,190,1.1393768,3,0.334503751,0.4306,0.701087508,0.6459,1.324182781,54.95
D,DC,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,3,0,9,0,0,0,3,0,0,0,1.681,1.531,0.763,4.588,3.692,3.534,2.673,1.045,1.17,23.20992264,9.727075984,20.18475102,32.15070331,18.010968,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,2,0.5,1.264808977,1.400066675,127.2792206,92,0.981893914,2,0.086214075,0.095,0.286396957,0.19,1.358557922,41.4
D,DC,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,1,0,0,0,6,0,0,3,4,0,0,0,1.431,1.431,0.643,4.581,3.415,3.415,2.558,1.199,1.199,24.59400781,24.59400781,14.34438276,35.72500912,35.72500912,0.17,0,0,0,0,0.62,0,0,0,0,0,0,0,0.02,0,0,0.19,0,0,0,4,0.25,1.561052052,1.470059603,103.2279032,351,1.272653558,4,0.430557052,0.5502,0.715139783,0.7336,1.923962834,72.05
D,DC,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,6,2,0,2,7,0,0,0,1.431,1.362,0.699,4.575,3.433,3.362,2.603,1.228,1.301,27.52865355,33.86469984,0,28.35231163,28.72053604,0.02,0,0.47,0,0,0.46,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0,6,0.166666667,1.259860284,1.498174715,138.7371616,308,1.244275358,5,0.419142405,0.5654,0.599657213,0.70675,1.448503585,118.95
D,DC,4,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,4,0,0,4,9,0,0,0,1.176,1.176,0.716,4.568,3.165,3.165,2.634,1.525,1.525,31.00318757,31.00318757,15.69647809,35.41804441,35.41804441,0.1,0,0.71,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.18,0,0,0,5,0.2,1.715488028,1.59137103,146.4581852,272,1.217284452,4,0.359657521,0.4534,0.597378213,0.604533333,1.454632427,28.9
D,DC,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,5,8,0,0,0,0.954,0.903,0.69,4.561,2.833,2.833,2.603,1.798,1.798,20.56487938,20.56487938,0,25.66197708,25.66197708,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.67,0,0,0,3,0.333333333,1.205098238,1.431595964,99.06058752,140,1.073064018,3,0.294881889,0.4486,0.618043917,0.6729,1.269681234,0
D,DC,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,4,0,2,0,6,1,0,7,8,0,0,0,1.663,0.954,0.699,4.551,3.663,2.904,2.603,0.987,1.713,5.797101449,11.78511302,0,7.758029399,12.88525268,0.09,0,0.2,0,0,0,0,0.15,0,0,0,0,0,0.1,0,0,0.46,0,0,0,6,0.166666667,1.761671056,1.516235967,92.30384607,416,1.309546665,5,0.612629884,0.7078,0.876475213,0.88475,1.477759655,23.8
D,DC,7,0,0,0,0,0,0,1,3,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,0,2,0,3,0,7,2,0,6,4,0,0,0,1.845,1.322,0.699,4.543,3.827,3.288,2.603,0.903,1.483,34.57790158,50.98201921,0,46.65694748,69.04380242,0.07,0.11,0.03,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0.25,0,0,0,7,0.142857143,1.466594414,1.487873043,117.0427272,426,1.3147048,5,0.526998672,0.628,0.753964646,0.785,1.514100711,67.55
D,DC,8,0,2,0,0,0,0,0,3,2,1,0,4,0,0,0,0,0,0,0,6,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,2,7,0,4,0,5,0,10,3,0,5,3,0,0,0,1.944,1.204,0.708,4.504,3.949,3.193,2.603,0.748,1.471,12.01547824,35.13641845,0,11.22603868,33.21985018,0,0.01,0.05,0,0,0,0,0.51,0,0,0,0,0.07,0,0,0,0.36,0,0,0,6,0.166666667,1.28962681,1.46159133,116.9410108,340,1.265739459,5,0.474764947,0.6028,0.67923508,0.7535,1.480840219,21.5
D,DC,9,0,1,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3,5,0,1,0,4,0,10,2,0,10,2,0,0,0,1.869,1.681,0.813,4.491,3.873,3.657,2.749,0.94,1.176,13.98414759,36.50751395,15.05846505,23.75041857,35.15434062,0,0,0.13,0,0,0,0,0.64,0,0,0,0,0.17,0,0,0,0.06,0,0,0,4,0.25,1.415136371,1.432621181,105.5777754,275,1.219666347,4,0.443366789,0.541,0.736416297,0.721333333,1.543353545,9
D,DC,10,0,3,0,0,1,0,1,3,1,2,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,8,0,1,0,7,0,7,1,0,11,6,0,0,0,1.792,1.792,0.778,4.474,3.792,3.792,2.749,1.004,1.004,4.023287513,4.023287513,15.05846505,18.27835157,18.27835157,0,0,0,0,0,0,0,0.82,0.09,0,0,0,0.09,0,0,0,0,0,0,0,3,0.333333333,1.301032031,1.409239641,126.439709,158,1.099328543,3,0.258908989,0.3114,0.542648199,0.4671,1.374629274,0
D,DC,11,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,3,0,9,1,0,11,7,0,0,0,1.748,1.748,0.778,4.444,3.744,3.744,2.682,0.982,0.982,4.593711274,4.593711274,8.784104612,11.23362538,11.23362538,0,0,0,0,0,0,0,0.85,0.02,0,0,0,0,0,0,0,0.13,0,0,0,4,0.25,1.654869445,1.519858037,160.2331634,224,1.175124009,3,0.209160677,0.2602,0.438380549,0.3903,1.351883307,11.4
D,DC,12,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,3,14,0,3,0,5,0,9,2,0,11,10,0,0,0,1.833,1.833,0.716,4.431,3.833,3.833,2.644,0.875,0.875,3.100272216,3.100272216,11.73631317,10.87856586,10.87856586,0,0,0,0,0,0,0,0.82,0,0,0,0,0.04,0,0,0,0.14,0,0,0,4,0.25,1.556944566,1.499372951,152.4204711,245,1.194583042,3,0.246132316,0.3064,0.515869528,0.4596,1.415626315,9.25
D,DC,13,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,10,0,5,0,3,0,8,1,0,8,6,0,0,0,1.839,1.839,0.724,4.425,3.843,3.843,2.644,0.875,0.875,6.324741004,6.324741004,11.73631317,14.9511587,14.9511587,0,0,0,0,0,0,0,0.7,0,0,0.13,0,0.15,0,0,0,0.02,0,0,0,4,0.25,1.531060786,1.482085722,122.1583672,307,1.243569188,4,0.381184447,0.4702,0.633133663,0.626933333,1.632547325,1.45
D,DC,14,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,10,0,3,0,3,0,5,3,0,8,9,0,0,0,1.778,1.778,0.74,4.366,3.786,3.786,2.673,0.964,0.964,30.83657745,30.83657745,10.27757216,32.92431989,32.92431989,0,0,0.03,0,0,0,0,0.46,0,0,0.01,0.08,0.09,0,0,0,0.33,0,0,0,7,0.142857143,1.340621504,1.473897561,107.9691314,390,1.295532304,6,0.561579135,0.664,0.721683779,0.7968,1.506026265,16.5
D,DC,15,0,4,0,0,0,0,0,3,2,1,1,5,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,8,0,3,0,3,0,6,4,0,10,6,0,0,0,1.643,1.643,0.544,4.19,3.635,3.635,2.449,0.886,0.886,12.86953789,12.86953789,32.8191637,35.91061181,35.91061181,0,0.04,0.04,0,0,0,0,0.3,0,0,0,0,0.21,0.02,0,0,0.39,0,0,0,9,0.111111111,1.396851578,1.492687144,85.07790547,464,1.33325899,6,0.604496976,0.7102,0.776837376,0.85224,1.365965018,11.2
D,DC,16,0,4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,2,15,0,5,0,2,0,5,2,0,10,12,0,0,0,1.556,1.556,0.681,4.179,3.559,3.559,2.592,1.083,1.083,16.35831896,16.35831896,8.108404257,17.74060719,17.74060719,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.3,0,0,0,2,0.5,1.239690653,1.352374537,56.56854249,102,1.004300086,2,0.265294996,0.42,0.881290899,0.84,1.222593659,5.1
D,HC,1,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,9,0,2,6,0,1,0,1,0,1,2,0,5,3,1,1,0,1.398,1.398,1.314,4.594,3.386,3.386,3.297,1.934,1.934,16.91753481,16.91753481,37.02172931,37.61955756,37.61955756,0,0,0,0,0,0,0,0,0.07,0.22,0,0,0.17,0.03,0.14,0,0,0.37,0,0,6,0.166666667,1.65472406,1.501889494,72.46516404,431,1.317238635,6,0.68132763,0.7604,0.875572236,0.91248,1.474517913,30.6
D,HC,2,0,3,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,2,4,0,1,0,0,0,0,0,2,0,0,2,0,12,0,0,8,0,0,0,1,0,3,2,0,10,0,0,0,0,1.806,1.806,0.826,4.589,3.769,3.769,2.749,1.049,1.049,23.19141528,23.19141528,24.10530563,32.61431359,32.61431359,0,0,0,0,0,0.26,0,0,0,0.28,0,0,0.18,0,0,0,0,0.22,0.06,0,5,0.2,1.383663012,1.427257776,43.58898944,330,1.25925697,5,0.658931565,0.7696,0.942717943,0.962,1.362920169,12.3
D,HC,3,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,10,0,0,8,0,0,0,0,0,6,1,0,8,0,0,0,0,1.82,1.82,0.845,4.375,3.819,3.819,2.8,1.079,1.079,31.94625141,31.94625141,15.05846505,47.14045208,47.14045208,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.12,0.14,0,3,0.333333333,1.627878104,1.456458257,105.6976821,213,1.164189802,3,0.326808853,0.4184,0.684959745,0.6276,1.32901105,30.9
D,HC,4,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,10,0,0,3,0,0,0,3,0,7,0,0,6,1,0,0,0,1.491,1.491,0.826,4.375,3.489,3.489,2.779,1.318,1.318,13.92701986,13.92701986,0,14.44283541,14.44283541,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.28,0.23,0.01,4,0.25,1.561342041,1.515032228,77.21830526,243,1.192803137,4,0.474602555,0.6382,0.788297781,0.850933333,1.339207317,30.6
D,HC,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,3,0,0,0,1,0,7,0,0,4,0,0,0,0,1.531,1.531,0.716,4.356,3.52,3.52,2.624,1.137,1.137,11.43344772,11.43344772,15.05846505,16.20083923,16.20083923,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.2,0.14,0.01,4,0.25,1.595198915,1.527233141,111.2834219,248,1.19722584,4,0.400942394,0.5178,0.665950902,0.6904,1.339460895,30.3
D,HC,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,4,0,0,3,0,0,0,4,1,1,2,0,9,0,0,0,1,1.613,1.613,0.756,4.303,3.601,3.601,2.682,1.117,1.117,10.85727091,10.85727091,21.51657415,12.59408204,12.59408204,0,0,0,0,0,0.38,0,0,0.37,0,0,0,0,0,0,0,0,0.18,0.07,0,4,0.25,1.557918207,1.448045442,60.48691319,287,1.228940948,4,0.534341682,0.6814,0.887522322,0.908533333,1.331579371,34.05
D,HC,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,3,0,0,5,0,0,0,4,1,4,2,0,6,0,0,1,3,1.633,1.633,0.839,4.303,3.634,3.634,2.779,1.188,1.188,15.69647809,15.69647809,0,16.75644544,16.75644544,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.16,0.17,0,3,0.333333333,1.463515401,1.421411675,87.4814266,204,1.154815084,3,0.374694368,0.4966,0.785323153,0.7449,1.331911996,25.25
D,HC,8,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,2,1,0,0,0,2,0,1,6,0,0,0,5,2,3,2,0,7,0,0,0,2,1.869,1.672,0.785,4.286,3.803,3.583,2.733,1.017,1.199,25.6869441,16.69793938,17.89058858,42.31612451,29.67507945,0,0,0,0,0,0,0.03,0,0.83,0,0,0,0,0,0,0,0,0.01,0.13,0,4,0.25,1.485693663,1.538797849,156.0854467,148,1.085130858,4,0.24803891,0.2932,0.411983712,0.390933333,1.198637636,19.5
D,HC,9,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,4,3,5,2,0,11,1,0,0,0,1.477,1.322,0.708,4.124,3.507,3.343,2.603,1.274,1.326,70.65007256,35.79094488,0,49.53174671,30.76573251,0,0,0,0,0,0,0.27,0,0.53,0,0,0,0,0,0,0,0,0.12,0.08,0,4,0.25,1.537688037,1.452532037,81.51891396,286,1.228183017,4,0.497916624,0.6254,0.827021612,0.833866667,1.428564961,14.15
D,HC,10,0,2,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,5,0,1,0,5,1,1,0,0,8,2,0,0,2,1.398,1.146,0.699,4.076,3.396,3.114,2.603,1.322,1.505,47.04303076,8.108404257,0,47.90035954,6.800597119,0,0,0,0,0,0,0.14,0,0.53,0,0,0,0,0,0,0,0,0.13,0.2,0,4,0.25,1.49815825,1.435935436,75.68355171,285,1.22742243,4,0.520657229,0.6426,0.864792939,0.8568,1.360290647,23.2
D,HC,11,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,0,4,3,0,0,0,3,1,2,0,0,7,1,0,0,1,1,1,0.613,4.021,2.974,2.974,2.493,1.545,1.545,20.18475102,20.18475102,10.20089568,16.20733975,16.20733975,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.28,0.33,0.04,4,0.25,1.397921527,1.433409991,57.22470329,255,1.20327009,4,0.529179936,0.6886,0.878948848,0.918133333,1.33465938,25.5
D,HC,12,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,7,0,2,6,0,4,0,3,2,2,2,1,10,1,0,0,0,0.954,0.954,0.544,3.996,2.904,2.904,2.417,1.529,1.529,0,0,19.86145306,20.46698516,20.46698516,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.12,0.19,0.19,4,0.25,1.39300647,1.416437975,67.960773,269,1.21487614,4,0.53508688,0.6634,0.88876007,0.884533333,1.371974378,50.3
D,HC,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,5,0,0,1,0,8,0,1,5,0,5,0,3,1,1,1,0,4,0,0,0,0,0.845,0.845,0.623,3.969,2.764,2.764,2.479,1.732,1.732,21.19435507,21.19435507,56.65577237,54.68444055,54.68444055,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0.14,0.2,0.21,4,0.25,1.40085237,1.415628255,54.74790711,290,1.231198999,4,0.557724393,0.6938,0.926360165,0.925066667,1.396770094,54.4
D,HC,14,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,5,1,1,0,0,0,0,0,2,1,0,0,0,10,0,1,14,0,5,0,1,1,3,1,0,13,1,0,0,0,1.58,1.58,1.305,3.94,3.556,3.556,3.267,1.732,1.732,32.07501495,32.07501495,31.95341955,21.03977208,21.03977208,0,0,0,0,0,0.24,0,0,0.28,0,0,0,0.3,0,0,0,0,0.01,0.1,0.07,7,0.142857143,1.584565079,1.534308672,84.65026088,433,1.318243948,6,0.661251814,0.759,0.849772861,0.9108,1.447604838,107
D,HC,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,1,0,1,0,0,1,1,0,2,0,12,0,3,13,0,7,0,1,0,4,2,0,12,4,0,0,0,1.724,1.724,1.143,3.909,3.719,3.719,3.146,1.45,1.45,6.245769826,6.245769826,40.40610178,45.71587655,45.71587655,0,0,0,0,0,0.6,0,0,0.1,0,0,0,0.15,0,0,0,0,0,0.08,0.07,5,0.2,1.492586236,1.458224782,112.8605334,311,1.246380195,5,0.525291499,0.5962,0.751522234,0.74525,1.361864393,130.65
D,HC,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0,12,0,0,0,10,0,0,14,6,0,0,0,1.699,1.491,0.69,3.875,3.692,3.498,2.664,1.061,1.158,15.44358823,17.72289336,87.07721093,98.79597663,66.95194032,0,0,0,0,0,0.61,0,0.18,0,0,0,0,0,0,0,0,0,0,0.17,0.04,4,0.25,1.355863719,1.430782781,99.33109617,227,1.178012929,4,0.451741033,0.565,0.750325615,0.753333333,1.291927263,60.8
