BASIN,SUB,BLOCK,AMGO,AMRO,BAEA,BCCH,BEKI,BEWR,BGWA,BHGR,BRCR,BTPI,BUSH,CBCH,CEWA,COME,CONI,CORA,COYE,DEJU,DOWO,EVGR,GBHE,GCKI,GRJA,HAFL,HAWO,HEWA,HOWR,HUVI,MALL,MAMU,MGWA,MOQU,NOFL,OCWA,OSFL,PIWO,PUFI,PYOW,RBNU,RBSA,RECR,RSTO,RTHA,RUGR,RUHU,SCOW,SOSP,SSHA,STJA,SWTH,TRSW,VATH,VGSW,WAVI,WCSP,WEFL,WETA,WIFL,WIWA,WIWR,WODU,WREN,WWPE,VAREA,FAREA,SAREA,DAREA,MVWIDTH,MFWIDTH,MSWIDTH,MVCON,MFCON,CVWIDTH,CFWIDTH,CSWIDTH,CVCON,CFCON,B,CCP,CLS,COP,G,HCP,HCS,HLS,HOP,HSH,HSS,HSW,HW,MCP,MCS,MGF,MLS,MOP,MOS,MSH,NPATCH,MPSIZE,MPSHAPE,MPFRAC,CPSIZE,TEDGE,LFRAC,PRICH,SHANNON,SIMPSON,SHEVEN,SIEVEN,AMPSHAPE,CONEDGE
D,LF,1,6,9,0,3,0,0,0,1,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,11,0,1,14,1,0,0,8,9,6,1,1,4,0,0,0,1,2.458,2.458,0.82,4.843,4.453,4.453,2.764,0.477,0.477,1.833179518,1.833179518,7.269603816,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.66,0.29,0,0,0,0,0,0,0,3,0.333333333,1.349261743,1.411645049,92.19002115,195,1.145017306,3,0.340057083,0.4778,0.712726754,0.7167,1.473638814,0
D,LF,2,6,6,0,3,0,2,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,2,0,8,0,1,12,0,0,0,5,6,2,0,4,8,0,0,0,2,2.143,2.143,0.708,4.839,4.328,4.328,2.624,0.477,0.477,15.26122518,15.26122518,10.0389767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.87,0,0,0,0,0,0,0,3,0.333333333,1.542681481,1.530841386,140.4029914,128,1.053604985,2,0.167805614,0.2262,0.557438185,0.4524,1.195908931,0
D,LF,3,4,8,0,4,0,3,0,2,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,8,0,0,1,0,0,1,0,1,0,0,3,0,10,0,4,12,0,0,0,6,5,1,0,6,4,1,0,1,1,2.064,2.064,0.763,4.835,4.092,4.08,2.644,0.681,0.69,16.71165001,17.19646331,19.16531915,38.83498881,37.15737627,0,0,0,0,0,0.09,0,0,0.03,0,0,0.38,0.5,0,0,0,0,0,0,0,4,0.25,1.334342692,1.432877247,90.45072323,232,1.182743992,4,0.450001768,0.5966,0.747436757,0.795466667,1.405275119,86.15
D,LF,4,6,4,0,2,0,0,0,2,0,1,0,0,2,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,5,0,1,0,0,0,0,0,0,0,0,3,0,13,0,1,14,0,0,0,9,1,5,0,5,7,1,0,1,0,2.013,2.013,0.756,4.833,4.014,4.014,2.664,0.756,0.756,5.719882073,5.719882073,15.20012823,20.18475102,20.18475102,0,0,0,0,0,0,0,0,0.01,0,0,0.45,0.54,0,0,0,0,0,0,0,3,0.333333333,1.271528966,1.452424086,85.08231309,142,1.076144172,3,0.320561738,0.5058,0.671866397,0.7587,1.281676759,15.4
D,LF,5,2,1,0,5,0,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,4,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,13,0,4,14,0,0,0,11,4,6,0,2,8,2,0,1,0,2.009,2.009,0.681,4.828,4.01,4.01,2.603,0.699,0.699,1.794798015,1.794798015,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.43,0.39,0,0,0,0,0,0,0,3,0.333333333,1.451008562,1.408391988,40.28647416,234,1.184607929,3,0.451144316,0.6306,0.94555485,0.9459,1.424289321,75.75
D,LF,6,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,2,9,0,0,0,5,0,4,0,0,6,0,0,0,0,1.973,1.973,0.813,4.823,3.975,3.975,2.725,0.806,0.806,2.961702932,2.961702932,12.73487845,15.61618598,15.61618598,0,0,0,0,0,0.15,0,0,0,0,0,0.82,0.03,0,0,0,0,0,0,0,3,0.333333333,1.501157967,1.470663853,127.7145254,161,1.103412938,3,0.239945315,0.3042,0.50290217,0.4563,1.282456263,6.75
D,LF,7,1,1,0,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,1,0,0,0,0,4,0,2,3,0,8,0,3,13,0,0,0,8,2,4,0,1,6,1,0,0,0,1.875,1.875,0.839,4.822,3.882,3.882,2.779,0.949,0.949,7.672147426,7.672147426,0,9.3400606,9.3400606,0,0,0,0,0,0.23,0,0,0,0,0,0.65,0,0,0,0,0,0.12,0,0,3,0.333333333,1.513516016,1.430485096,83.91066678,214,1.165206887,3,0.378907166,0.5102,0.794152771,0.7653,1.358916164,0
D,LF,8,0,1,0,3,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,4,0,6,12,0,0,0,9,0,5,2,0,8,0,0,0,0,1.82,1.82,0.857,4.818,3.813,3.813,2.779,1.013,1.013,16.61728384,16.61728384,0,16.84969071,16.84969071,0.05,0,0,0,0,0.2,0,0,0,0,0,0.58,0,0,0,0,0,0.17,0,0,5,0.2,1.409818654,1.462006963,111.1305539,290,1.231198999,4,0.472880948,0.5922,0.785438253,0.7896,1.374974516,0
D,LF,9,1,0,0,5,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,4,13,0,0,0,6,1,4,1,0,5,2,0,0,1,2.021,2.021,0.857,4.799,4.013,4.013,2.779,0.839,0.839,16.73486534,16.73486534,0,16.85472756,16.85472756,0,0,0,0,0,0.26,0,0,0,0,0.31,0.4,0,0,0,0,0,0.03,0,0,6,0.166666667,1.42129886,1.474339692,88.64310464,366,1.281740543,4,0.51464717,0.6754,0.854810447,0.900533333,1.475515881,13.6
D,LF,10,0,1,0,2,0,1,0,4,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,3,0,3,0,7,14,0,0,0,8,0,5,3,0,7,2,0,0,0,1.898,1.898,0.833,4.792,3.916,3.916,2.779,0.959,0.959,35.52139295,35.52139295,0,27.57508735,27.57508735,0,0,0,0,0,0,0,0,0.04,0.17,0.7,0.09,0,0,0,0,0,0,0,0,4,0.25,1.216287914,1.410662145,121.8961306,167,1.111358236,4,0.38929083,0.4714,0.646598072,0.628533333,1.141407855,0
D,LF,11,1,4,1,0,0,2,0,5,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,4,0,0,3,0,0,0,0,1,1,0,2,0,9,0,5,11,0,3,1,4,1,3,1,1,11,2,0,0,0,1.785,1.785,0.833,4.787,3.775,3.775,2.779,1.049,1.049,3.809706122,3.809706122,0,4.133696288,4.133696288,0,0,0,0,0,0,0,0.05,0.21,0.14,0.03,0.57,0,0,0,0,0,0,0,0,5,0.2,1.409760789,1.46241331,109.5445115,285,1.22742243,5,0.511765218,0.608,0.7321705,0.76,1.320186646,20.8
D,LF,12,0,1,0,2,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,12,0,3,0,3,0,6,2,0,7,7,0,0,0,1.778,1.756,0.869,4.777,3.79,3.772,2.807,1.121,1.179,40.62552031,47.00008505,13.17615692,44.52797549,64.43544198,0,0,0,0,0,0.22,0,0.23,0.04,0,0,0.42,0,0,0,0,0.03,0.06,0,0,6,0.166666667,1.377207277,1.457596748,91.83463399,339,1.265099849,6,0.624619794,0.7162,0.802697153,0.85944,1.347851574,30.5
D,LF,13,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,16,0,3,0,0,0,6,3,0,4,7,0,0,0,1.591,1.491,0.944,4.775,3.588,3.487,2.898,1.34,1.435,11.43003232,18.49329231,13.93044221,20.60443108,19.6110421,0.24,0,0,0,0,0.14,0,0.27,0,0,0,0,0,0,0,0,0.3,0.05,0,0,8,0.125,1.430706634,1.465746386,60.92618485,504,1.351215268,5,0.643738284,0.7574,0.920981273,0.94675,1.412063612,156
D,LF,14,0,1,0,3,0,0,0,6,2,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,16,0,4,0,0,0,5,1,0,7,8,0,0,0,1.447,1.398,0.845,4.765,3.45,3.391,2.779,1.365,1.407,26.20810223,10.17614274,0,19.55413885,11.09490233,0,0,0,0,0,0.13,0,0.09,0.28,0,0,0,0,0,0,0,0.34,0.16,0,0,7,0.142857143,1.296075075,1.411553852,62.31104771,372,1.28527147,5,0.650739261,0.7554,0.930997405,0.94425,1.280476763,14.65
D,LF,15,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,17,0,4,0,1,0,3,2,0,9,8,0,0,0,1.491,1.415,0.771,4.76,3.468,3.398,2.717,1.328,1.352,37.40465741,15.202339,19.86145306,41.54383847,31.25867466,0.1,0,0,0,0,0,0,0.19,0.5,0,0,0,0,0,0,0,0.21,0,0,0,5,0.2,1.363493214,1.425131464,85.95056719,360,1.27815125,4,0.529885762,0.6598,0.8801212,0.879733333,1.331697835,92.4
D,LF,16,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,3,17,0,1,0,3,0,11,1,0,8,2,0,0,0,1.863,1.863,0.987,4.749,3.862,3.862,2.94,1.152,1.152,31.30207558,31.30207558,26.57247645,44.14499673,44.14499673,0,0,0,0,0,0,0,0.73,0,0,0,0.24,0,0,0,0,0.03,0,0,0,4,0.25,1.276824206,1.445127979,133.1865859,216,1.167226876,3,0.294209976,0.4086,0.616635653,0.6129,1.550040597,0
D,LF,17,2,6,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,4,1,2,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,2,18,0,1,0,5,0,8,5,0,11,1,0,0,0,1.69,1.69,1.013,4.666,3.68,3.68,2.996,1.34,1.34,5.009284518,5.009284518,3.194219859,7.291310654,7.291310654,0,0,0,0,0,0,0,0.38,0,0,0.38,0.13,0,0.09,0,0,0.02,0,0,0,6,0.166666667,1.3195846,1.445594483,76.05261337,299,1.237835594,5,0.562649405,0.6858,0.804969314,0.85725,1.190576889,18.55
D,LF,18,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,3,0,1,0,10,4,0,10,4,0,0,0,1.623,1.623,0.863,4.659,3.619,3.619,2.82,1.233,1.233,17.81659245,17.81659245,14.63775429,11.50885475,11.50885475,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0.07,0,0,0.16,0,0,0,5,0.2,1.407379024,1.505872686,160.3901493,221,1.172196137,3,0.295586082,0.3766,0.619519836,0.5649,1.258466233,0
D,NC,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,0,6,0,0,1,9,0,0,0,1.146,1.146,0.708,4.562,3.134,3.134,2.603,1.497,1.497,15.18816999,15.18816999,0,17.48894916,17.48894916,0,0.31,0,0,0,0.28,0,0.12,0,0,0,0,0,0,0,0,0.29,0,0,0,4,0.25,1.336641862,1.399528242,35.02380143,272,1.217284452,4,0.578876457,0.727,0.961492983,0.969333333,1.361464497,50.3
D,NC,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,6,0,0,6,7,0,0,0,1.301,1.301,0.699,4.547,3.292,3.292,2.603,1.356,1.356,26.25885587,26.25885587,0,27.56857852,27.56857852,0.09,0.15,0,0,0,0.05,0,0.19,0.25,0,0,0,0,0,0,0,0.27,0,0,0,6,0.166666667,1.250956546,1.412108612,52.26088403,323,1.254601261,6,0.723839582,0.7954,0.930204227,0.95448,1.243902329,55.7
D,NC,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,5,4,0,0,0,1.69,1.255,0.771,4.531,3.668,3.231,2.691,1.161,1.49,46.32631447,14.93288844,6.453627878,58.24753636,23.82967592,0.01,0,0.09,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.88,0,0,0,4,0.25,1.43994736,1.545957449,168.6020957,153,1.092345715,4,0.196952823,0.217,0.327131558,0.289333333,1.30363936,40.3
D,NC,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,1,0,0,2,5,0,0,0,1.792,1.114,0.716,4.519,3.792,3.076,2.644,0.914,1.626,5.019933737,39.30561917,19.16531915,14.34438276,35.43998023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.128381619,1.301029996,0,0,0,1,0,0,0,0,1.128381619,0
D,NC,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,4,0,0,2,11,0,0,0,1.681,1.204,0.732,4.509,3.683,3.188,2.644,1.061,1.502,24.96915716,30.02344742,19.16531915,55.57822667,31.69351553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.128381619,1.301029996,0,0,0,1,0,0,0,0,1.128381619,0
D,NC,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,3,8,0,0,0,1.663,1.255,0.732,4.487,3.675,3.236,2.664,1.037,1.456,12.76499708,14.70826819,21.00199528,19.89098382,29.4943263,0.11,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,3,0.333333333,1.489091324,1.450886894,129.2555608,210,1.161109647,3,0.245922913,0.2954,0.515430638,0.4431,1.612583097,0
D,NC,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,1,0,2,8,0,0,0,1.176,1.114,0.69,4.487,3.114,3.087,2.603,1.568,1.574,51.91911982,38.21231418,0,34.79313746,31.69489249,0.01,0,0.29,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.69,0,0,0,4,0.25,1.570391448,1.570314919,128.6649395,248,1.19722584,4,0.307098708,0.4396,0.510079913,0.586133333,1.610119176,0
D,NC,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,3,0,0,1,7,0,0,0,1.568,1.279,0.763,4.473,3.539,3.279,2.682,1.182,1.517,26.63563075,32.25399353,21.51657415,19.30028619,72.94269612,0.05,0,0.11,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0.12,0,0,0,5,0.2,1.225856309,1.404942828,146.8843082,207,1.157985173,4,0.383717157,0.4526,0.637340403,0.603466667,1.278235306,45.4
D,NC,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,5,0,0,1,8,0,0,0,1.763,1.079,0.708,4.436,3.769,3.065,2.624,0.929,1.614,23.81016643,33.31350976,15.05846505,21.99887764,39.36763524,0,0,0.04,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.7,0,0,0,3,0.333333333,1.230027076,1.391367541,100.8166653,162,1.104757507,3,0.316455902,0.4408,0.663260961,0.6612,1.338319364,5.35
D,NC,10,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,5,0,0,0,1,0,0,5,8,0,0,0,1.653,1.462,0.792,4.436,3.641,3.422,2.7,1.107,1.369,10.06460405,46.39872355,21.08185107,28.75256644,39.55087283,0.12,0,0.01,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0.48,0,0,0,6,0.166666667,1.303543247,1.456038284,86.25543461,321,1.253252516,4,0.44298726,0.603,0.735785912,0.804,1.337221351,0
D,NC,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,7,0,0,0,3,0,0,5,6,0,0,0,1.716,1.716,0.708,4.408,3.714,3.714,2.603,0.934,0.934,3.839493923,3.839493923,0,6.794707625,6.794707625,0.23,0,0.02,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0.3,0,0,0,6,0.166666667,1.560713518,1.534299944,102.4343692,349,1.271412713,4,0.49369999,0.6542,0.820017934,0.872266667,1.399494484,107.1
D,NC,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,2,0,0,7,10,0,0,0,1.544,1.462,0.716,4.294,3.538,3.471,2.603,1.114,1.238,11.7739687,36.28852984,0,11.78511302,51.16971437,0,0,0.07,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.74,0,0,0,4,0.25,1.530249269,1.526045196,134.144201,227,1.178012929,3,0.31464848,0.4114,0.65947278,0.6171,1.477311618,5.35
D,NC,13,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,11,0,0,0,3,0,0,5,7,0,0,0,1.491,1.23,0.699,4.294,3.482,3.188,2.603,1.158,1.459,6.424114993,31.24689599,0,6.293089871,25.25397337,0,0,0.06,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.71,0,0,0,4,0.25,1.313261025,1.462076245,128.3744523,177,1.123986633,3,0.325720095,0.4394,0.682677814,0.6591,1.277413714,4
D,NC,14,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,6,0,0,0,4,0,0,8,7,0,0,0,1.38,1.342,0.699,4.274,3.379,3.339,2.603,1.265,1.292,22.00357726,9.123201156,0,18.61296215,8.094329599,0,0,0.03,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.65,0,0,0,3,0.333333333,1.343141496,1.425627618,93.06449377,187,1.135920803,3,0.325644687,0.4742,0.682519767,0.7113,1.431158392,7.6
D,NC,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,6,1,0,3,7,0,0,0,1.519,1.519,0.477,4.164,3.511,3.511,2.382,0.987,0.987,34.4058518,34.4058518,35.13641845,61.314654,61.314654,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,3,0.333333333,1.36286021,1.415685547,116.6661905,167,1.111358236,2,0.22883322,0.3432,0.760167503,0.6864,1.233514163,8.35
D,NC,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,9,0,0,0,10,0,0,3,11,0,0,0,1.505,1.505,0.415,4.158,3.497,3.497,2.303,0.949,0.949,44.13379019,44.13379019,0,49.00694484,49.00694484,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,3,0.333333333,1.351601394,1.393027109,66.70082458,193,1.142778655,2,0.293955932,0.4838,0.976500469,0.9676,1.299748777,9.65
D,XX,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,1,6,0,0,0,1,1,0.771,4.412,2.974,2.974,2.717,1.771,1.771,10.27757216,10.27757216,37.15737627,49.97026464,49.97026464,0,0.51,0,0,0,0.13,0,0,0,0,0,0,0,0.26,0,0,0,0.1,0,0,6,0.166666667,1.31764703,1.430962851,79.20606037,345,1.268909548,4,0.516433504,0.6454,0.857777483,0.860533333,1.334440375,11.55
D,XX,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,0,0,1,3,0,0,0,1.041,1.041,0.708,4.387,3.026,3.026,2.603,1.611,1.611,21.87739262,21.87739262,0,28.34733106,28.34733106,0,0.45,0,0,0,0.1,0,0,0,0,0,0,0,0.29,0,0,0,0.16,0,0,5,0.2,1.382290201,1.427151092,59.89574275,321,1.253252516,4,0.539299752,0.6778,0.895757499,0.903733333,1.351876667,17.6
D,XX,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,2,5,0,0,0,1.041,1.041,0.623,4.387,3,3,2.479,1.491,1.491,0,0,35.13641845,35.13641845,35.13641845,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.3,0,0,5,0.2,1.442339167,1.443476383,70.44501402,332,1.260569042,3,0.45453484,0.6312,0.952661059,0.9468,1.394682823,0
D,XX,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,1,0,0,1,2,0,0,0,1.255,1.255,0.785,4.378,3.215,3.215,2.717,1.535,1.535,19.74789886,19.74789886,19.86145306,27.52479739,27.52479739,0,0.49,0,0.21,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.27,0,0,6,0.166666667,1.41926542,1.455117389,62.19967846,383,1.291599387,4,0.493356015,0.642,0.819446603,0.856,1.437486709,10.45
D,XX,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,2,0,0,0,1,0,0,5,0,0,0,0,1.362,1.255,0.69,4.344,3.358,3.256,2.603,1.375,1.418,51.51512408,40.90874451,0,47.99089459,33.9717976,0,0.32,0,0.06,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.3,0,0,4,0.25,1.302394879,1.40195852,50.80682369,251,1.199836861,4,0.546878562,0.7016,0.908345631,0.935466667,1.333012097,8.55
D,XX,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,0,0,6,3,0,0,0,1.114,1.114,0.69,4.344,3.08,3.08,2.603,1.531,1.531,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.31,0,0,4,0.25,1.292656881,1.392909176,51.32900415,253,1.201560261,3,0.472758459,0.6598,0.990856002,0.9897,1.327298526,0
D,XX,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,2,0,0,4,2,0,0,0,1.079,1.079,0.672,4.215,3.057,3.057,2.603,1.587,1.587,23.46479842,23.46479842,0,32.3356815,32.3356815,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.23,0,0,6,0.166666667,1.222903412,1.402521222,50.00799936,321,1.253252516,3,0.41605086,0.5666,0.87200236,0.8499,1.24928223,3.35
